time(ms),Hips position X(m),Hips position Y(m),Hips position Z(m),Hips quaternion W,Hips quaternion X,Hips quaternion Y,Hips quaternion Z,RightUpperLeg position X(m),RightUpperLeg position Y(m),RightUpperLeg position Z(m),RightUpperLeg quaternion W,RightUpperLeg quaternion X,RightUpperLeg quaternion Y,RightUpperLeg quaternion Z,RightLowerLeg position X(m),RightLowerLeg position Y(m),RightLowerLeg position Z(m),RightLowerLeg quaternion W,RightLowerLeg quaternion X,RightLowerLeg quaternion Y,RightLowerLeg quaternion Z,RightFoot position X(m),RightFoot position Y(m),RightFoot position Z(m),RightFoot quaternion W,RightFoot quaternion X,RightFoot quaternion Y,RightFoot quaternion Z,RightToe position X(m),RightToe position Y(m),RightToe position Z(m),RightToe quaternion W,RightToe quaternion X,RightToe quaternion Y,RightToe quaternion Z,LeftUpperLeg position X(m),LeftUpperLeg position Y(m),LeftUpperLeg position Z(m),LeftUpperLeg quaternion W,LeftUpperLeg quaternion X,LeftUpperLeg quaternion Y,LeftUpperLeg quaternion Z,LeftLowerLeg position X(m),LeftLowerLeg position Y(m),LeftLowerLeg position Z(m),LeftLowerLeg quaternion W,LeftLowerLeg quaternion X,LeftLowerLeg quaternion Y,LeftLowerLeg quaternion Z,LeftFoot position X(m),LeftFoot position Y(m),LeftFoot position Z(m),LeftFoot quaternion W,LeftFoot quaternion X,LeftFoot quaternion Y,LeftFoot quaternion Z,LeftToe position X(m),LeftToe position Y(m),LeftToe position Z(m),LeftToe quaternion W,LeftToe quaternion X,LeftToe quaternion Y,LeftToe quaternion Z,Spine position X(m),Spine position Y(m),Spine position Z(m),Spine quaternion W,Spine quaternion X,Spine quaternion Y,Spine quaternion Z,Spine1 position X(m),Spine1 position Y(m),Spine1 position Z(m),Spine1 quaternion W,Spine1 quaternion X,Spine1 quaternion Y,Spine1 quaternion Z,Spine2 position X(m),Spine2 position Y(m),Spine2 position Z(m),Spine2 quaternion W,Spine2 quaternion X,Spine2 quaternion Y,Spine2 quaternion Z,Spine3 position X(m),Spine3 position Y(m),Spine3 position Z(m),Spine3 quaternion W,Spine3 quaternion X,Spine3 quaternion Y,Spine3 quaternion Z,Neck position X(m),Neck position Y(m),Neck position Z(m),Neck quaternion W,Neck quaternion X,Neck quaternion Y,Neck quaternion Z,Head position X(m),Head position Y(m),Head position Z(m),Head quaternion W,Head quaternion X,Head quaternion Y,Head quaternion Z,RightShoulder position X(m),RightShoulder position Y(m),RightShoulder position Z(m),RightShoulder quaternion W,RightShoulder quaternion X,RightShoulder quaternion Y,RightShoulder quaternion Z,RightUpperArm position X(m),RightUpperArm position Y(m),RightUpperArm position Z(m),RightUpperArm quaternion W,RightUpperArm quaternion X,RightUpperArm quaternion Y,RightUpperArm quaternion Z,RightLowerArm position X(m),RightLowerArm position Y(m),RightLowerArm position Z(m),RightLowerArm quaternion W,RightLowerArm quaternion X,RightLowerArm quaternion Y,RightLowerArm quaternion Z,RightHand position X(m),RightHand position Y(m),RightHand position Z(m),RightHand quaternion W,RightHand quaternion X,RightHand quaternion Y,RightHand quaternion Z,LeftShoulder position X(m),LeftShoulder position Y(m),LeftShoulder position Z(m),LeftShoulder quaternion W,LeftShoulder quaternion X,LeftShoulder quaternion Y,LeftShoulder quaternion Z,LeftUpperArm position X(m),LeftUpperArm position Y(m),LeftUpperArm position Z(m),LeftUpperArm quaternion W,LeftUpperArm quaternion X,LeftUpperArm quaternion Y,LeftUpperArm quaternion Z,LeftLowerArm position X(m),LeftLowerArm position Y(m),LeftLowerArm position Z(m),LeftLowerArm quaternion W,LeftLowerArm quaternion X,LeftLowerArm quaternion Y,LeftLowerArm quaternion Z,LeftHand position X(m),LeftHand position Y(m),LeftHand position Z(m),LeftHand quaternion W,LeftHand quaternion X,LeftHand quaternion Y,LeftHand quaternion Z,
908551,-0.279272,-1.828321,1.112179,-0.719771,-0.005443,-0.005430,0.694169,-0.275495,-1.931866,1.022593,-0.876880,0.000228,-0.039029,0.479121,-0.306802,-1.914997,0.568051,-0.854946,-0.001944,-0.045600,0.516705,-0.342274,-1.891440,0.103032,-0.504358,0.005315,-0.009087,0.863431,-0.238385,-1.950024,0.020516,-0.504358,0.005315,-0.009087,0.863431,-0.283095,-1.722070,1.025821,-0.621134,-0.218431,-0.196830,0.726456,-0.249880,-1.467961,0.648713,-0.640890,-0.082923,-0.296650,0.703124,-0.372960,-1.223579,0.270437,-0.665339,0.126659,-0.118323,0.726141,-0.287006,-1.233803,0.154092,-0.665339,0.126659,-0.118323,0.726141,-0.279247,-1.829812,1.209148,-0.689605,-0.005157,-0.001629,0.724165,-0.279832,-1.830873,1.321131,-0.652125,-0.004700,0.002914,0.758092,-0.281154,-1.831080,1.442103,-0.609728,-0.004215,0.007886,0.792560,-0.271466,-1.833294,1.559274,-0.565505,-0.003729,0.012829,0.824636,-0.285134,-1.826941,1.678912,-0.684031,-0.005315,0.004157,0.729422,-0.286478,-1.827062,1.778886,-0.772537,-0.006644,-0.003115,0.634927,-0.301138,-1.873997,1.599360,-0.708544,0.010614,0.000028,0.705587,-0.300468,-2.029964,1.601703,-0.331110,-0.637477,-0.307380,0.624104,-0.292176,-2.035506,1.342934,-0.420178,-0.590927,-0.401905,0.559221,-0.277556,-2.034072,1.059381,-0.011617,0.501381,-0.838658,-0.212451,-0.265825,-1.782596,1.598541,0.460098,-0.011186,0.014471,0.887680,-0.175916,-1.909966,1.603716,-0.407252,0.594725,0.391121,0.572253,-0.186042,-1.909738,1.344962,-0.255217,0.671761,0.240073,0.652661,-0.195355,-1.906729,1.061170,0.648849,0.021145,-0.128759,0.749645,
908561,-0.275838,-1.828672,1.111707,-0.720344,-0.005834,-0.004900,0.693575,-0.271773,-1.932229,1.022141,-0.876615,0.000950,-0.040970,0.479445,-0.304937,-1.915077,0.567757,-0.854654,-0.001133,-0.047469,0.517022,-0.342278,-1.891252,0.102904,-0.504106,0.005067,-0.008717,0.863583,-0.238356,-1.949931,0.020493,-0.504106,0.005067,-0.008717,0.863583,-0.279722,-1.722439,1.025322,-0.623047,-0.214910,-0.193293,0.726818,-0.247101,-1.472223,0.645558,-0.642319,-0.084476,-0.284014,0.706843,-0.361691,-1.234102,0.260660,-0.664776,0.113096,-0.110613,0.730100,-0.272264,-1.244305,0.146957,-0.664776,0.113096,-0.110613,0.730100,-0.275938,-1.830146,1.208679,-0.690139,-0.005300,-0.001117,0.723657,-0.276625,-1.831146,1.320660,-0.652664,-0.004667,0.003267,0.757626,-0.277996,-1.831284,1.441622,-0.610220,-0.003950,0.008134,0.792181,-0.268290,-1.833402,1.558802,-0.566000,-0.003217,0.012917,0.824298,-0.281876,-1.826977,1.678446,-0.684524,-0.005050,0.004334,0.728960,-0.283205,-1.827036,1.778425,-0.773067,-0.006484,-0.002867,0.634285,-0.297884,-1.874110,1.598940,-0.708920,0.010984,0.000100,0.705203,-0.297046,-2.030065,1.601379,-0.331395,-0.637019,-0.307558,0.624334,-0.288959,-2.035751,1.342637,-0.420274,-0.589890,-0.401472,0.560554,-0.274989,-2.035048,1.059036,-0.010134,0.500864,-0.839118,-0.211930,-0.262680,-1.782668,1.598027,0.459753,-0.010834,0.014984,0.887854,-0.172673,-1.909963,1.603177,-0.407013,0.595251,0.391428,0.571665,-0.183022,-1.910130,1.344443,-0.255815,0.672090,0.240881,0.651789,-0.192760,-1.907379,1.060658,0.648115,0.021552,-0.127960,0.750406,
908572,-0.272016,-1.829108,1.111154,-0.720808,-0.005973,-0.004303,0.693095,-0.267718,-1.932718,1.021656,-0.876151,0.001811,-0.043109,0.480101,-0.302952,-1.915292,0.567419,-0.854135,-0.000189,-0.049594,0.517681,-0.342421,-1.891164,0.102767,-0.503931,0.004859,-0.008259,0.863691,-0.238458,-1.949933,0.020477,-0.503931,0.004859,-0.008259,0.863691,-0.275949,-1.722932,1.024697,-0.625542,-0.210140,-0.188383,0.727359,-0.244027,-1.478129,0.641403,-0.643031,-0.085988,-0.268508,0.712054,-0.348084,-1.247966,0.248733,-0.663525,0.097844,-0.100472,0.734892,-0.254656,-1.258553,0.138330,-0.663525,0.097844,-0.100472,0.734892,-0.272217,-1.830521,1.208129,-0.690658,-0.005272,-0.000631,0.723162,-0.272974,-1.831439,1.320117,-0.653120,-0.004459,0.003656,0.757233,-0.274369,-1.831474,1.441086,-0.610697,-0.003645,0.008328,0.791812,-0.264631,-1.833499,1.558262,-0.566394,-0.002731,0.013015,0.824028,-0.278139,-1.827000,1.677909,-0.685011,-0.004773,0.004528,0.728503,-0.279454,-1.826994,1.777884,-0.773508,-0.006400,-0.002658,0.633748,-0.294158,-1.874205,1.598450,-0.709242,0.011470,0.000100,0.704872,-0.293173,-2.030175,1.600994,-0.331670,-0.636572,-0.307627,0.624610,-0.285286,-2.036047,1.342226,-0.420478,-0.588884,-0.401093,0.561729,-0.271892,-2.036046,1.058591,-0.008578,0.500497,-0.839484,-0.211413,-0.259041,-1.782732,1.597446,0.459421,-0.010459,0.015471,0.888022,-0.168947,-1.909943,1.602561,-0.406799,0.595708,0.391909,0.571012,-0.179489,-1.910553,1.343810,-0.256399,0.672383,0.241882,0.650887,-0.189620,-1.908139,1.060035,0.647300,0.021843,-0.127052,0.751254,
908582,-0.267514,-1.829772,1.110458,-0.721209,-0.005679,-0.003555,0.692685,-0.263037,-1.933506,1.021116,-0.875238,0.002670,-0.045586,0.481532,-0.300590,-1.915620,0.567101,-0.853183,0.000718,-0.051936,0.519018,-0.342320,-1.891018,0.102676,-0.503813,0.004576,-0.007928,0.863764,-0.238303,-1.949841,0.020486,-0.503813,0.004576,-0.007928,0.863764,-0.271509,-1.723730,1.023845,-0.628713,-0.203890,-0.181642,0.728117,-0.240272,-1.486254,0.635930,-0.642606,-0.087377,-0.249261,0.719230,-0.331162,-1.266438,0.234205,-0.661436,0.080945,-0.087306,0.740492,-0.233208,-1.277942,0.127907,-0.661436,0.080945,-0.087306,0.740492,-0.267780,-1.831044,1.207433,-0.691029,-0.004979,-0.000103,0.722810,-0.268570,-1.831831,1.319409,-0.653511,-0.004103,0.004073,0.756895,-0.269965,-1.831734,1.440387,-0.611092,-0.003203,0.008549,0.791507,-0.260175,-1.833644,1.557560,-0.566764,-0.002227,0.013100,0.823773,-0.273601,-1.827071,1.677222,-0.685478,-0.004552,0.004749,0.728063,-0.274915,-1.827004,1.777197,-0.774067,-0.006425,-0.002327,0.633067,-0.289638,-1.874351,1.597802,-0.709476,0.012022,0.000076,0.704627,-0.288546,-2.030302,1.600462,-0.332056,-0.635922,-0.307633,0.625063,-0.280955,-2.036478,1.341702,-0.420845,-0.587469,-0.400725,0.563195,-0.268330,-2.037389,1.058016,-0.006716,0.500235,-0.839851,-0.210644,-0.254601,-1.782841,1.596707,0.459165,-0.010128,0.015997,0.888149,-0.164417,-1.910018,1.601805,-0.406674,0.596246,0.392618,0.570052,-0.175237,-1.911195,1.343097,-0.257001,0.672746,0.243217,0.649776,-0.185820,-1.909281,1.059362,0.646345,0.022101,-0.125889,0.752264,
908593,-0.263543,-1.830515,1.109808,-0.721429,-0.005134,-0.002996,0.692463,-0.258997,-1.934378,1.020636,-0.874242,0.003346,-0.047862,0.483114,-0.298625,-1.915960,0.566809,-0.852098,0.001567,-0.054041,0.520583,-0.342391,-1.890933,0.102591,-0.503774,0.004459,-0.007659,0.863790,-0.238347,-1.949791,0.020476,-0.503774,0.004459,-0.007659,0.863790,-0.267599,-1.724619,1.023036,-0.631693,-0.198144,-0.175296,0.728680,-0.236912,-1.494011,0.630931,-0.641414,-0.088418,-0.232300,0.725815,-0.316126,-1.283626,0.221741,-0.659154,0.067589,-0.075327,0.745167,-0.214530,-1.296254,0.119049,-0.659154,0.067589,-0.075327,0.745167,-0.263813,-1.831636,1.206778,-0.691257,-0.004454,0.000283,0.722596,-0.264578,-1.832280,1.318762,-0.653749,-0.003654,0.004363,0.756690,-0.265937,-1.832059,1.439744,-0.611296,-0.002775,0.008742,0.791349,-0.256094,-1.833866,1.556910,-0.566999,-0.001896,0.013122,0.823612,-0.269460,-1.827251,1.676567,-0.685916,-0.004379,0.004942,0.727651,-0.270775,-1.827133,1.776549,-0.774581,-0.006521,-0.002017,0.632438,-0.285511,-1.874570,1.597182,-0.709589,0.012526,0.000000,0.704505,-0.284366,-2.030520,1.599935,-0.332512,-0.635309,-0.307606,0.625458,-0.277021,-2.037019,1.341165,-0.421313,-0.586028,-0.400324,0.564631,-0.265132,-2.038885,1.057460,-0.004784,0.499893,-0.840242,-0.209948,-0.250528,-1.783047,1.596030,0.458979,-0.009838,0.016405,0.888241,-0.160293,-1.910183,1.601105,-0.406776,0.596523,0.393341,0.569190,-0.171327,-1.911790,1.342415,-0.257259,0.672988,0.244346,0.648999,-0.182171,-1.910359,1.058665,0.645577,0.022080,-0.124996,0.753073,
908603,-0.259541,-1.831369,1.109113,-0.721548,-0.004228,-0.002487,0.692347,-0.255006,-1.935420,1.020138,-0.873089,0.004037,-0.050081,0.484966,-0.296662,-1.916486,0.566504,-0.850865,0.002382,-0.056159,0.522369,-0.342447,-1.890983,0.102521,-0.503860,0.004300,-0.007478,0.863742,-0.238348,-1.949836,0.020458,-0.503860,0.004300,-0.007478,0.863742,-0.263678,-1.725637,1.022121,-0.634944,-0.191769,-0.168231,0.729224,-0.233559,-1.502746,0.625539,-0.639504,-0.089366,-0.214357,0.732871,-0.300419,-1.302692,0.209002,-0.656381,0.055437,-0.062710,0.749772,-0.195426,-1.316777,0.109962,-0.656381,0.055437,-0.062710,0.749772,-0.259761,-1.832294,1.206095,-0.691379,-0.003650,0.000691,0.722483,-0.260458,-1.832748,1.318067,-0.653873,-0.002919,0.004669,0.756584,-0.261731,-1.832355,1.439032,-0.611458,-0.002186,0.008946,0.791223,-0.251806,-1.834036,1.556201,-0.567234,-0.001432,0.013201,0.823450,-0.265095,-1.827349,1.675864,-0.686311,-0.004300,0.005169,0.727277,-0.266429,-1.827188,1.775842,-0.775073,-0.006646,-0.001609,0.631835,-0.281174,-1.874729,1.596520,-0.709763,0.013137,-0.000045,0.704318,-0.279946,-2.030680,1.599396,-0.332904,-0.634633,-0.307511,0.625982,-0.272911,-2.037535,1.340639,-0.421751,-0.584542,-0.399866,0.566167,-0.261802,-2.040398,1.056952,-0.002746,0.499607,-0.840626,-0.209127,-0.246242,-1.783187,1.595283,0.458852,-0.009533,0.016916,0.888301,-0.155981,-1.910279,1.600346,-0.406919,0.596697,0.394231,0.568289,-0.167183,-1.912345,1.341661,-0.257443,0.673199,0.245447,0.648292,-0.178242,-1.911400,1.057923,0.644918,0.021979,-0.124029,0.753800,
908613,-0.255844,-1.832142,1.108442,-0.721524,-0.003013,-0.002023,0.692380,-0.251407,-1.936409,1.019710,-0.871935,0.004615,-0.052106,0.486820,-0.294885,-1.916947,0.566273,-0.849593,0.003173,-0.058088,0.524221,-0.342525,-1.891027,0.102501,-0.503989,0.004300,-0.007401,0.863668,-0.238407,-1.949856,0.020458,-0.503989,0.004300,-0.007401,0.863668,-0.260060,-1.726618,1.021199,-0.638486,-0.185009,-0.160910,0.729531,-0.230668,-1.511887,0.620139,-0.637269,-0.090085,-0.196260,0.739766,-0.285231,-1.322739,0.196843,-0.653401,0.044576,-0.050847,0.753986,-0.177273,-1.338321,0.101267,-0.653401,0.044576,-0.050847,0.753986,-0.255965,-1.832836,1.205428,-0.691372,-0.002570,0.001058,0.722494,-0.256545,-1.833063,1.317403,-0.653864,-0.002128,0.004939,0.756593,-0.257716,-1.832495,1.438372,-0.611522,-0.001685,0.009120,0.791173,-0.247723,-1.834071,1.555534,-0.567234,-0.001143,0.013201,0.823450,-0.260954,-1.827344,1.675201,-0.686588,-0.004300,0.005439,0.727014,-0.262326,-1.827144,1.775177,-0.775486,-0.006839,-0.001223,0.631327,-0.277071,-1.874750,1.595880,-0.709825,0.013735,-0.000238,0.704244,-0.275811,-2.030698,1.598845,-0.333176,-0.634076,-0.307416,0.626448,-0.269048,-2.037840,1.340091,-0.422093,-0.583100,-0.399438,0.567697,-0.258730,-2.041650,1.056352,-0.000874,0.499176,-0.841065,-0.208407,-0.242140,-1.783209,1.594597,0.458888,-0.009243,0.017359,0.888277,-0.151886,-1.910309,1.599643,-0.407192,0.596770,0.395006,0.567476,-0.163249,-1.912720,1.340948,-0.257529,0.673434,0.246381,0.647659,-0.174513,-1.912227,1.057237,0.644393,0.021883,-0.123260,0.754378,
908624,-0.251450,-1.832782,1.107678,-0.721374,-0.001403,-0.001630,0.692543,-0.247206,-1.937311,1.019233,-0.870603,0.005264,-0.054292,0.488953,-0.292657,-1.917280,0.565977,-0.848125,0.004297,-0.060289,0.526337,-0.342518,-1.891050,0.102471,-0.504190,0.004300,-0.007424,0.863550,-0.238371,-1.949829,0.020421,-0.504190,0.004300,-0.007424,0.863550,-0.255766,-1.727499,1.020135,-0.642943,-0.176536,-0.151988,0.729629,-0.227412,-1.522885,0.613695,-0.635152,-0.090858,-0.174481,0.746916,-0.267531,-1.347329,0.182982,-0.649812,0.033106,-0.038080,0.758418,-0.156572,-1.364612,0.091213,-0.649812,0.033106,-0.038080,0.758418,-0.251410,-1.833197,1.204672,-0.691285,-0.001297,0.001370,0.722580,-0.251832,-1.833176,1.316661,-0.653786,-0.001167,0.005124,0.756661,-0.252857,-1.832423,1.437642,-0.611407,-0.001060,0.009200,0.791262,-0.242760,-1.833897,1.554800,-0.567219,-0.000877,0.013178,0.823461,-0.255935,-1.827139,1.674468,-0.686777,-0.004300,0.005624,0.726834,-0.257332,-1.826912,1.774443,-0.775841,-0.007047,-0.000830,0.630888,-0.272090,-1.874564,1.595170,-0.709766,0.014441,-0.000447,0.704289,-0.270850,-2.030499,1.598244,-0.333251,-0.633591,-0.307364,0.626924,-0.264380,-2.037842,1.339498,-0.422320,-0.581788,-0.398993,0.569186,-0.254822,-2.042526,1.055787,0.000943,0.498683,-0.841495,-0.207849,-0.237156,-1.783027,1.593846,0.459112,-0.008931,0.017648,0.888158,-0.146962,-1.910177,1.598848,-0.407520,0.596862,0.395959,0.566480,-0.158521,-1.913016,1.340156,-0.257501,0.673758,0.247257,0.646999,-0.170024,-1.913009,1.056443,0.643958,0.021755,-0.122353,0.754900,
908634,-0.246505,-1.833036,1.106888,-0.721195,0.000267,-0.001377,0.692730,-0.242487,-1.937798,1.018734,-0.869178,0.006006,-0.056360,0.491240,-0.289851,-1.917310,0.565686,-0.846611,0.006128,-0.062847,0.528453,-0.342562,-1.891138,0.102496,-0.504408,0.004323,-0.007524,0.863422,-0.238395,-1.949854,0.020421,-0.504408,0.004323,-0.007524,0.863422,-0.250937,-1.728006,1.019073,-0.647617,-0.167602,-0.142946,0.729430,-0.223865,-1.533952,0.607389,-0.633932,-0.090823,-0.153282,0.752586,-0.250780,-1.372471,0.170134,-0.646164,0.022632,-0.026212,0.762412,-0.137192,-1.391405,0.081964,-0.646164,0.022632,-0.026212,0.762412,-0.246276,-1.833184,1.203870,-0.691070,0.000021,0.001600,0.722786,-0.246521,-1.832922,1.315857,-0.653611,-0.000194,0.005223,0.756812,-0.247382,-1.831996,1.436829,-0.611282,-0.000463,0.009178,0.791359,-0.237172,-1.833392,1.553979,-0.567115,-0.000731,0.013078,0.823534,-0.250302,-1.826632,1.673644,-0.686879,-0.004300,0.005746,0.726736,-0.251717,-1.826387,1.773617,-0.776117,-0.007269,-0.000508,0.630547,-0.266497,-1.874049,1.594356,-0.709676,0.015015,-0.000692,0.704368,-0.265291,-2.030003,1.597503,-0.332775,-0.633176,-0.307456,0.627550,-0.259257,-2.037336,1.338732,-0.422091,-0.580438,-0.398665,0.570962,-0.250700,-2.042786,1.054994,0.002950,0.497908,-0.842023,-0.207547,-0.231542,-1.782527,1.593021,0.459416,-0.008655,0.017801,0.888001,-0.141427,-1.909750,1.597970,-0.407874,0.596987,0.396934,0.565410,-0.153212,-1.913038,1.339295,-0.257349,0.674162,0.248178,0.646285,-0.164981,-1.913601,1.055580,0.643581,0.021555,-0.121276,0.755401,
908645,-0.241397,-1.832926,1.106118,-0.720925,0.001777,-0.001315,0.693010,-0.237637,-1.937889,1.018195,-0.867853,0.006832,-0.058196,0.493353,-0.286765,-1.917114,0.565386,-0.845154,0.008309,-0.065429,0.530438,-0.342519,-1.891261,0.102529,-0.504692,0.004430,-0.007644,0.863254,-0.238343,-1.949897,0.020420,-0.504692,0.004430,-0.007644,0.863254,-0.245924,-1.728093,1.018076,-0.651983,-0.159222,-0.134763,0.728976,-0.220201,-1.543875,0.601872,-0.633603,-0.089927,-0.135096,0.756445,-0.236612,-1.395229,0.159533,-0.642637,0.013703,-0.015955,0.765882,-0.120892,-1.415678,0.074526,-0.642637,0.013703,-0.015955,0.765882,-0.240974,-1.832854,1.203098,-0.690827,0.001319,0.001586,0.723017,-0.241006,-1.832393,1.315074,-0.653400,0.000660,0.005271,0.756994,-0.241718,-1.831323,1.436051,-0.611091,0.000088,0.009086,0.791508,-0.231395,-1.832663,1.553184,-0.566896,-0.000471,0.012972,0.823687,-0.244457,-1.825881,1.672864,-0.686950,-0.004300,0.005915,0.726668,-0.245895,-1.825612,1.772839,-0.776371,-0.007530,-0.000156,0.630231,-0.260722,-1.873302,1.593585,-0.709467,0.015473,-0.001073,0.704568,-0.259604,-2.029255,1.596749,-0.332021,-0.632804,-0.307552,0.628278,-0.254074,-2.036497,1.337948,-0.421759,-0.579060,-0.398242,0.572899,-0.246583,-2.042754,1.054178,0.005136,0.496917,-0.842667,-0.207265,-0.225716,-1.781793,1.592220,0.459798,-0.008471,0.017786,0.887805,-0.135709,-1.909094,1.597117,-0.408045,0.597203,0.397732,0.564497,-0.147700,-1.912816,1.338461,-0.257064,0.674630,0.248809,0.645667,-0.159744,-1.913881,1.054767,0.643430,0.021372,-0.120362,0.755681,
908655,-0.234410,-1.832299,1.105136,-0.720509,0.004019,-0.001498,0.693432,-0.231069,-1.937527,1.017516,-0.866205,0.007926,-0.060491,0.495951,-0.282433,-1.916430,0.564973,-0.843377,0.011743,-0.068883,0.532760,-0.342528,-1.891407,0.102606,-0.505081,0.004666,-0.008031,0.863022,-0.238364,-1.949912,0.020389,-0.505081,0.004666,-0.008031,0.863022,-0.239111,-1.727725,1.016798,-0.657672,-0.148620,-0.124515,0.727926,-0.215125,-1.555968,0.595193,-0.634550,-0.087299,-0.114436,0.759362,-0.221027,-1.423097,0.147657,-0.637641,0.003266,-0.003415,0.770319,-0.102934,-1.445612,0.066533,-0.637641,0.003266,-0.003415,0.770319,-0.233660,-1.831939,1.202113,-0.690429,0.003121,0.001402,0.723392,-0.233371,-1.831229,1.314091,-0.652968,0.001991,0.005003,0.757366,-0.233796,-1.829998,1.435073,-0.610609,0.000828,0.008903,0.791882,-0.223311,-1.831279,1.552196,-0.566488,-0.000235,0.012703,0.823972,-0.236285,-1.824506,1.671881,-0.686856,-0.004300,0.006033,0.726755,-0.237739,-1.824220,1.771864,-0.776461,-0.007766,0.000230,0.630117,-0.252651,-1.871895,1.592608,-0.709015,0.016064,-0.001728,0.705008,-0.251727,-2.027840,1.595758,-0.330278,-0.632496,-0.307795,0.629387,-0.246996,-2.034673,1.336942,-0.420960,-0.577449,-0.397357,0.575719,-0.240946,-2.041999,1.053173,0.007817,0.495140,-0.843771,-0.206946,-0.217555,-1.780424,1.591235,0.460500,-0.008268,0.017604,0.887446,-0.127755,-1.907861,1.596053,-0.408102,0.597681,0.398529,0.563387,-0.140065,-1.912146,1.337425,-0.256591,0.675188,0.249451,0.645024,-0.152399,-1.913804,1.053746,0.643392,0.021137,-0.119218,0.755902,
908665,-0.228482,-1.831499,1.104366,-0.720024,0.005846,-0.001864,0.693922,-0.225554,-1.936921,1.016958,-0.864878,0.008901,-0.062195,0.498035,-0.278647,-1.915694,0.564620,-0.841928,0.014883,-0.071778,0.534587,-0.342512,-1.891560,0.102712,-0.505423,0.004882,-0.008437,0.862816,-0.238362,-1.949944,0.020382,-0.505423,0.004882,-0.008437,0.862816,-0.233310,-1.727103,1.015818,-0.662427,-0.139799,-0.115923,0.726780,-0.210675,-1.565855,0.590015,-0.636259,-0.083983,-0.099003,0.760474,-0.209850,-1.445659,0.138891,-0.633029,-0.005055,0.006855,0.774081,-0.089972,-1.470009,0.060971,-0.633029,-0.005055,0.006855,0.774081,-0.227435,-1.830934,1.201343,-0.689982,0.004637,0.001064,0.723811,-0.226847,-1.830045,1.313323,-0.652508,0.003127,0.004691,0.757761,-0.227015,-1.828691,1.434299,-0.610186,0.001491,0.008591,0.792210,-0.216364,-1.829948,1.551414,-0.566042,-0.000045,0.012419,0.824283,-0.229256,-1.823191,1.671109,-0.686695,-0.004328,0.006100,0.726907,-0.230722,-1.822899,1.771083,-0.776480,-0.007955,0.000555,0.630092,-0.245722,-1.870542,1.591833,-0.708530,0.016482,-0.002391,0.705484,-0.245009,-2.026500,1.594932,-0.328637,-0.632326,-0.307980,0.630326,-0.240950,-2.032924,1.336087,-0.420104,-0.576295,-0.396528,0.578068,-0.236064,-2.041062,1.052313,0.009819,0.493485,-0.844756,-0.206793,-0.210528,-1.779108,1.590463,0.461255,-0.008173,0.017238,0.887062,-0.120943,-1.906702,1.595205,-0.407981,0.598088,0.399071,0.562658,-0.133455,-1.911429,1.336596,-0.256184,0.675589,0.249774,0.644641,-0.145978,-1.913472,1.052924,0.643507,0.020947,-0.118419,0.755934,
908676,-0.222047,-1.830482,1.103592,-0.719481,0.007696,-0.002476,0.694465,-0.219582,-1.936075,1.016360,-0.863518,0.009986,-0.063899,0.500155,-0.274454,-1.914794,0.564224,-0.840385,0.018402,-0.074874,0.536477,-0.342435,-1.891722,0.102843,-0.505757,0.005210,-0.008955,0.862614,-0.238332,-1.949976,0.020368,-0.505757,0.005210,-0.008955,0.862614,-0.227021,-1.726232,1.014864,-0.667480,-0.130661,-0.106748,0.725260,-0.205572,-1.576124,0.584932,-0.638930,-0.079481,-0.084261,0.760494,-0.199392,-1.468875,0.130618,-0.627774,-0.013512,0.017462,0.778083,-0.077830,-1.495242,0.056050,-0.627774,-0.013512,0.017462,0.778083,-0.220665,-1.829741,1.200570,-0.689406,0.006130,0.000546,0.724349,-0.219755,-1.828706,1.312549,-0.652013,0.004242,0.004268,0.758184,-0.219650,-1.827254,1.433524,-0.609717,0.002154,0.008191,0.792574,-0.208823,-1.828504,1.550612,-0.565580,0.000144,0.012112,0.824605,-0.221631,-1.821768,1.670335,-0.686466,-0.004400,0.006079,0.727123,-0.223105,-1.821488,1.770308,-0.776404,-0.008166,0.000744,0.630183,-0.238205,-1.869082,1.591044,-0.707922,0.016745,-0.003032,0.706086,-0.237758,-2.025029,1.594063,-0.326859,-0.632217,-0.308185,0.631258,-0.234373,-2.030981,1.335186,-0.419203,-0.575386,-0.395701,0.580190,-0.230511,-2.039804,1.051410,0.011597,0.491787,-0.845746,-0.206698,-0.202903,-1.777676,1.589678,0.462011,-0.008079,0.016669,0.886681,-0.113535,-1.905427,1.594315,-0.407744,0.598600,0.399519,0.561968,-0.126264,-1.910613,1.335721,-0.255646,0.676088,0.249943,0.644266,-0.139013,-1.913044,1.052065,0.643759,0.020736,-0.117693,0.755839,
